CountryCode,subset,question_code,question_label,answer,percentage,notes
Bulgaria,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,38,
Bulgaria,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,40,
Bulgaria,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,19,
Bulgaria,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,42,
Bulgaria,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,38,
Bulgaria,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,22,
Bulgaria,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,40,
Bulgaria,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,36,
Bulgaria,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,20,[0]
Bulgaria,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,43,
Bulgaria,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,46,
Bulgaria,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,23,
Bulgaria,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,31,
Cyprus,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,10,[0]
Cyprus,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,20,[0]
Cyprus,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,71,[0]
Cyprus,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,23,
Cyprus,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,29,
Cyprus,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,48,
Cyprus,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,:, [1] 
Cyprus,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,:, [1] 
Cyprus,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,:, [1] 
Cyprus,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,:, [1] 
Cyprus,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,:, [1] 
Cyprus,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,:, [1] 
Cyprus,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,20,[0]
Cyprus,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,24,[0]
Cyprus,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,56,[0]
Czech Republic,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,51,
Czech Republic,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,11,
Czech Republic,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,39,
Czech Republic,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,63,
Czech Republic,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,8,
Czech Republic,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,29,
Czech Republic,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,46,
Czech Republic,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,12,[0]
Czech Republic,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,42,
Czech Republic,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,58,
Czech Republic,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,13,[0]
Czech Republic,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,29,
Czech Republic,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,63,
Czech Republic,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,8,[0]
Czech Republic,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,29,
Germany,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,57,
Germany,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,14,
Germany,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,30,
Germany,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,60,
Germany,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,15,
Germany,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,25,
Germany,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,53,
Germany,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,15,
Germany,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,33,
Germany,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,53,
Germany,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,19,
Germany,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,28,
Germany,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,63,
Germany,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,13,
Germany,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,24,
Denmark,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,71,
Denmark,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,5,
Denmark,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,24,
Denmark,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,79,
Denmark,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,3,
Denmark,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,18,
Denmark,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,62,
Denmark,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,7,[0]
Denmark,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,31,
Denmark,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,76,
Denmark,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,9,[0]
Denmark,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,15,[0]
Denmark,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,73,
Denmark,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,6,[0]
Denmark,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,21,
Estonia,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,34,
Estonia,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,28,
Estonia,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,37,
Estonia,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,49,
Estonia,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,15,
Estonia,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,36,
Estonia,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,43,
Estonia,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,15,[0]
Estonia,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,43,
Estonia,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,50,[0]
Estonia,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,10,[0]
Estonia,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,40,[0]
Estonia,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,33,[0]
Estonia,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,29,[0]
Estonia,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,38,[0]
Greece,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,22,
Greece,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,25,
Greece,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,53,
Greece,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,23,
Greece,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,23,
Greece,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,54,
Greece,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,16,
Greece,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,19,
Greece,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,65,
Greece,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,20,
Greece,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,21,
Greece,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,59,
Greece,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,23,
Greece,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,27,
Greece,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,50,
Spain,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,51,
Spain,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,21,
Spain,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,28,
Spain,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,54,
Spain,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,18,
Spain,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,28,
Spain,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,44,
Spain,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,21,
Spain,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,34,
Spain,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,49,
Spain,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,27,
Spain,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,24,
Spain,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,53,
Spain,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,25,
Spain,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,22,
Finland,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,81,
Finland,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,2,[0]
Finland,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,17,
Finland,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,83,
Finland,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,3,
Finland,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,14,
Finland,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,75,
Finland,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,3,
Finland,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,22,
Finland,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,82,
Finland,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,3,[0]
Finland,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,15,
Finland,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,82,
Finland,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,1,[0]
Finland,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,16,
France,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,60,
France,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,7,
France,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,33,
France,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,70,
France,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,7,
France,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,23,
France,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,55,
France,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,6,
France,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,39,
France,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,64,
France,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,10,
France,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,26,
France,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,69,
France,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,8,
France,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,23,
Croatia,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,46,
Croatia,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,11,
Croatia,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,44,
Croatia,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,58,
Croatia,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,8,
Croatia,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,33,
Croatia,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,50,
Croatia,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,8,[0]
Croatia,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,43,
Croatia,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,57,
Croatia,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,2,[0]
Croatia,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,41,
Croatia,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,48,
Croatia,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,19,
Croatia,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,33,
Hungary,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,28,
Hungary,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,24,
Hungary,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,47,
Hungary,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,32,
Hungary,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,24,
Hungary,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,44,
Hungary,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,24,
Hungary,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,20,
Hungary,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,56,
Hungary,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,30,
Hungary,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,19,
Hungary,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,52,
Hungary,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,33,
Hungary,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,20,
Hungary,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,47,
Ireland,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,68,
Ireland,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,9,
Ireland,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,23,
Ireland,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,79,
Ireland,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,7,
Ireland,Gay,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,15,
Ireland,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,61,
Ireland,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,11,[0]
Ireland,Bisexual women,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,28,
Ireland,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,72,
Ireland,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,10,[0]
Ireland,Bisexual men,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,17,[0]
Ireland,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,69,
Ireland,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,9,[0]
Ireland,Transgender,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,22,
Italy,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Yes,23,
Italy,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",No,44,
Italy,Lesbian,d1,"In the country where you live, is there a law that forbids discrimination against persons because of their sexual orientation when applying for a job?",Don`t know,33,
