CountryCode,subset,question_code,question_label,answer,percentage,notes
Sweden,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,No,50,
Sweden,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,Don`t know,3,[0]
Slovenia,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,Yes,21,[0]
Slovenia,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,No,69,[0]
Slovenia,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,Don`t know,10,[0]
Slovakia,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,Yes,29,
Slovakia,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,No,64,
Slovakia,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,Don`t know,7,[0]
United Kingdom,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,Yes,64,
United Kingdom,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,No,34,
United Kingdom,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,Don`t know,1,[0]
Average,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,Yes,38,
Average,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,No,53,
Average,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,Don`t know,9,
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,1,[0]
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,4,[0]
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,61,
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,12,[0]
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,18,[0]
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,6,[0]
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,11,[0]
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),3,[0]
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,12,[0]
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,9,[0]
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,3,[0]
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,14,[0]
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,1,[0]
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,3,[0]
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,48,
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,8,[0]
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,13,[0]
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,12,[0]
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,7,[0]
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),2,[0]
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,10,[0]
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,5,[0]
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,7,[0]
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,38,
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,10,[0]
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,18,[0]
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,58,
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,12,[0]
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,13,[0]
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,24,
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,16,[0]
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),2,[0]
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,24,
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,10,[0]
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,4,[0]
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,22,
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,25,[0]
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,15,[0]
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,40,[0]
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,10,[0]
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,30,[0]
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,15,[0]
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,25,[0]
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),5,[0]
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,20,[0]
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,15,[0]
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,30,[0]
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,2,[0]
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,4,[0]
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,70,
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,5,[0]
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,15,[0]
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,14,[0]
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,11,[0]
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),4,[0]
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,17,[0]
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,5,[0]
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,3,[0]
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,13,[0]
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,1,[0]
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,3,
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,58,
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,10,
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,22,
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,16,
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,18,
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),10,
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,16,
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,14,
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,6,
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,18,
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,2,[0]
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,63,
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,7,[0]
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,19,[0]
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,12,[0]
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,19,[0]
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),4,[0]
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,19,[0]
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,8,[0]
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,6,[0]
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,17,[0]
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,:, [1] 
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,:, [1] 
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,:, [1] 
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,:, [1] 
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,:, [1] 
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,:, [1] 
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),:, [1] 
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,:, [1] 
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,:, [1] 
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,:, [1] 
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,:, [1] 
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,13,
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,18,
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,35,
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,13,
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,12,
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,15,
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,17,
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),4,[0]
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,16,
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,8,[0]
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,5,[0]
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,40,
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,1,[0]
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,4,[0]
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,63,
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,7,[0]
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,13,[0]
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,10,[0]
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,9,[0]
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),8,[0]
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,13,[0]
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,8,[0]
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,6,[0]
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,23,
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,0,[0]
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,65,
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,10,
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,29,
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,14,
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,17,
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),12,
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,22,
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,13,
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,9,
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,14,
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,3,[0]
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,2,[0]
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,54,
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,7,[0]
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,16,
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,12,
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,17,
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),2,[0]
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,14,
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,5,[0]
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,7,[0]
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,22,
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,8,[0]
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,4,[0]
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,63,
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,12,[0]
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,19,[0]
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,15,[0]
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,14,[0]
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),3,[0]
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,13,[0]
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,7,[0]
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,5,[0]
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,20,[0]
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,2,[0]
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,9,[0]
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,49,
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,11,[0]
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,22,
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,17,[0]
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,15,[0]
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),9,[0]
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,19,[0]
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,12,[0]
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,6,[0]
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,25,
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,10,[0]
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,19,[0]
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,49,
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,32,
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,22,[0]
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,18,[0]
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,23,[0]
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),11,[0]
