CountryCode,question_label,target_group,residence,answer,percentage
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,City,Always,9
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,City,Often,25
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,City,Rarely,42
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,City,Never,24
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,City,Dont know,0
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,City,Always,21
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,City,Often,25
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,City,Rarely,27
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,City,Never,28
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,City,Always,25
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,City,Often,19
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,City,Rarely,28
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,City,Never,27
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,6
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,15
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,37
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,42
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,12
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,26
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,39
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,23
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,27
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,23
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,26
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,24
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,22
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,20
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,30
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,28
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,6
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,15
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,39
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,38
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,7
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,18
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,44
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,30
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,10
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,16
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,40
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,34
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,8
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,23
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,38
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,30
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,1
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,14
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,22
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,34
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,30
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,8
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,21
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,43
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,28
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,3
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,14
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,44
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,39
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,15
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,29
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,36
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,20
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,20
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,22
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,37
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,20
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,19
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,22
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,35
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,23
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,9
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,20
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,39
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,33
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,8
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,20
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,39
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,32
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,29
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,21
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,31
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,19
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,0
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,13
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,24
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,63
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,22
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,24
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,34
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,20
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,3
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,20
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,29
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,49
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Always,9
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Often,17
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Rarely,46
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Never,28
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,City,Dont know,0
